saqa_id;name;type;field_study;subfield_study
96634;Postgraduate Diploma in Community Development;Postgraduate Diploma;Health Sciences and Social Services;Preventive Health
105476;Master of Laws in Law of Contract;Master's Degree;Law, Military Science and Security;Justice in Society
103220;Occupational Certificate: Flight Line Operator;Occupational Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
104952;Doctor of Philosophy in Environment Law;Doctoral Degree;Law, Military Science and Security;Justice in Society
93884;Bachelor of Visual Arts;National First Degree;Culture and Arts;Visual Arts
22298;National Certificate: Electrical Construction: FET Phase;National Certificate;Physical Planning and Construction;Electrical Infrastructure Construction
91997;Bachelor of Commerce in Economic Sciences;National First Degree;Business, Commerce and Management Studies;Generic Management
97970;Bachelor of Arts in Contemporary Art;National First Degree;Culture and Arts;Visual Arts
6391;Bachelor of Science Honours: Geography: Eco-tourism;Honours Degree;Human and Social Studies;General Social Science
80174;National Diploma: Nursing Education;National Diploma;Health Sciences and Social Services;Preventive Health
98033;Postgraduate Diploma in Education Leadership and Management;Postgraduate Diploma;Education, Training and Development;Higher Education and Training
90543;Diploma: Financial Information Systems;Diploma (Min 360);Business, Commerce and Management Studies;Finance, Economics and Accounting
4831;Master of Commerce in Human Resources Management;Master's Degree;Business, Commerce and Management Studies;Human Resources
7055;Bachelor of Commerce in Economics;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
101974;Postgraduate Diploma in Corporate Governance;Postgraduate Diploma;Business, Commerce and Management Studies;Generic Management
81065;Bachelor of Business Science in Economics;National First Degree(Min 480);Business, Commerce and Management Studies;Finance, Economics and Accounting
65830;Diploma: Reception Operations and Services;Advanced Certificate;Services;Hospitality, Tourism, Travel, Gaming and Leisure
100790;Diploma in Computer Networking;Diploma (Min 360);Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
97114;Diploma in Wood Technology;Diploma (Min 360);Agriculture and Nature Conservation;Forestry and Wood Technology
104956;Masters of Arts in Ethics;Master's Degree;Human and Social Studies;General Social Science
101998;Bachelor of Education in Senior Phase and Further Education and Training Teaching;National First Degree;Education, Training and Development;Schooling
20738;Bachelor of Administration Honours in Public Management;Honours Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
97059;Doctor of Philosophy in Food and Nutrition;Doctoral Degree;Services;Consumer Services
65969;General Education and Training Certificate: Human Settlements Development;National Certificate;Physical Planning and Construction;Physical Planning, Design and Management
21624;Master of Science: Geography;Master's Degree;Human and Social Studies;General Social Science
58376;Further Education and Training Certificate: Bookkeeping;Further Ed and Training Cert;Business, Commerce and Management Studies;Finance, Economics and Accounting
19962;Bachelor of Commerce Honours in Financial Management;Honours Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
17149;Certificate: Nursing;National Certificate;Health Sciences and Social Services;Preventive Health
100844;Bachelor of Arts Honours in Linguistic Studies;Honours Degree;Communication Studies and Language;Language
96400;Diploma in Human Resource Management;Diploma (Min 360);Business, Commerce and Management Studies;Human Resources
103101;Advanced Diploma in Film Production;Advanced Diploma;Culture and Arts;Film, Television and Video
83467;Diploma: Public Administration and Management;Diploma (Min 360);Business, Commerce and Management Studies;Public Administration
65332;Bachelor of Technology: Photography;B Tech;Culture and Arts;Film, Television and Video
73751;Bachelor of Arts Honours: Public Economics and Development;Honours Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
23475;National Certificate: Water Reticulation Services;National Certificate;Physical Planning and Construction;Civil Engineering Construction
73990;Master of Laws in Law of Contracts;Master's Degree;Law, Military Science and Security;Justice in Society
15130;Bachelor of Science Honours: Agriculture: Agricultural Extension;Honours Degree;Agriculture and Nature Conservation;Primary Agriculture
86180;Master of Philosophy: Adult Learning and Global Change;Master's Degree;Education, Training and Development;Adult Learning
65509;Further Education and Training Certificate: Air-conditioning, Refrigeration and Ventilation;Further Ed and Training Cert;Manufacturing, Engineering and Technology;Manufacturing and Assembly
91928;Doctor of Philosophy in Consumer Science;Doctoral Degree;Services;Consumer Services
23617;Higher Certificate: Local Government;National Higher Certificate;Business, Commerce and Management Studies;Generic Management
14168;Bachelor of Science Honours in Soil Science;Honours Degree;Agriculture and Nature Conservation;Primary Agriculture
73907;Doctor of Philosophy: Industrial Psychology;Doctoral Degree;Human and Social Studies;General Social Science
96857;Diploma in Mechanical Engineering;Diploma (Min 360);Manufacturing, Engineering and Technology;Engineering and Related Design
36213;National Diploma: Technical Financial Accounting;National Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
67532;National Certificate: N3: Printer/Finisher;National N Certificate;Manufacturing, Engineering and Technology;Fabrication and Extraction
104760;Advanced Diploma in Information and Communication Technology in Communication Networks;Advanced Diploma;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
49083;National Certificate: Wood Products Processing;National Certificate;Agriculture and Nature Conservation;Forestry and Wood Technology
99338;Advanced Diploma in Journalism;Advanced Diploma;Communication Studies and Language;Communication Studies
78713;Bachelor of Technology: Management;B Tech;Business, Commerce and Management Studies;Generic Management
78703;Bachelor of Technology: Horticulture;B Tech;Agriculture and Nature Conservation;Horticulture
73747;Bachelor of Arts Honours in Philosophy;Honours Degree;Human and Social Studies;General Social Science
48727;National Certificate: Sugar Manufacturing and Refining Technical Maintenance;National Certificate;Agriculture and Nature Conservation;Secondary Agriculture
94178;Bachelor of Child and Youth Care;National First Degree(Min 480);Human and Social Studies;People/Human-Centred Development
91110;Bachelor of Architecture;National First Degree;Physical Planning and Construction;Physical Planning, Design and Management
14208;Master of Institutional Agriculture: Horticulture;Master's Degree;Agriculture and Nature Conservation;Horticulture
97063;Master of Psychology;Master's Degree;Human and Social Studies;General Social Science
96504;Master of Arts in Information Science;Master's Degree;Communication Studies and Language;Information Studies
6947;Bachelor of Science Honours in Entomology;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
36008;Certificate: Marketing and Entrepreneurial Studies;National Certificate;Business, Commerce and Management Studies;Marketing
71549;Further Education and Training Certificate: Tourist Guiding;Further Ed and Training Cert;Services;Hospitality, Tourism, Travel, Gaming and Leisure
13697;Electrics: Chemical Instrumentation;National Certificate;Manufacturing, Engineering and Technology;Engineering and Related Design
16017;Bachelor of Science: Education: Science and Mathematics;National First Degree;Education, Training and Development;Higher Education and Training
73560;Higher Certificate: Military Studies;National Higher Certificate;Law, Military Science and Security;Safety in Society
101068;Bachelor of Arts Honours in Ancient Near Eastern Studies;Honours Degree;Human and Social Studies;Traditions, History and Legacies
102295;Occupational Certificate: Feed Miller;Occupational Certificate;Agriculture and Nature Conservation;Secondary Agriculture
101114;Master of Laws in Family Law;Master's Degree;Law, Military Science and Security;Justice in Society
7501;Diploma: School Librarianship;National Diploma;Communication Studies and Language;Information Studies
87091;Bachelor of Technology: Human Resources Management;B Tech;Business, Commerce and Management Studies;Human Resources
36029;National Diploma: Marketing: Business Management and Entrepreneurial Studies;National Diploma;Business, Commerce and Management Studies;Marketing
99205;Bachelor of Science in Agriculture in Agricultural Economics;National First Degree(Min 480);Agriculture and Nature Conservation;Secondary Agriculture
98844;Bachelor of Engineering Technology in Civil Engineering;National First Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
74034;Master of Science in Mathematics;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
96690;Master of Tourism;Master's Degree;Services;Hospitality, Tourism, Travel, Gaming and Leisure
6401;Bachelor of Science Honours: Geography: Environmental Analysis and Management;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
100799;Diploma in Drama;Diploma (Min 360);Culture and Arts;Performing Arts
60349;National Certificate: Mining Technical Support;National Certificate;Manufacturing, Engineering and Technology;Fabrication and Extraction
86207;Doctor of Philosophy in Bioinformatics;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Physical Sciences
64549;Further Education and Training Certificate: Automotive Body Repair;Further Ed and Training Cert;Manufacturing, Engineering and Technology;Manufacturing and Assembly
67422;National Certificate: N2 Water and Waste-Water Treatment Practice;National N Certificate;Physical Planning and Construction;Civil Engineering Construction
90695;Master of Commerce in Economics;Master's Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
102375;Postgraduate Diploma in Labour Law;Postgraduate Diploma;Law, Military Science and Security;Justice in Society
48394;National Certificate: Cigarette Filter Rod Production;National Certificate;Agriculture and Nature Conservation;Secondary Agriculture
109822;Bachelor of Accounting Honours;Honours Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
7761;Master of Laws;Master's Degree;Law, Military Science and Security;Justice in Society
90533;Postgraduate Diploma: Traffic Policing;Postgraduate Diploma;Law, Military Science and Security;Safety in Society
96461;Advanced Certificate in Senior Phase Teaching;Advanced Certificate;Education, Training and Development;Schooling
64069;Further Education and Training Certificate: Archives and Records Management;Further Ed and Training Cert;Communication Studies and Language;Communication Studies
21220;Certificate: Nursing;National Certificate;Health Sciences and Social Services;Preventive Health
6967;Master of Science in Biochemistry;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
19768;Bachelor of Medical Science Honours in Physiology;Honours Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
57937;General Education and Training Certificate: Hygiene and Cleaning;National Certificate;Services;Cleaning, Domestic, Hiring, Property and Rescue Services
14506;Doctor of Philosophy: Agriculture: Extension;Doctoral Degree;Business, Commerce and Management Studies;Procurement
21779;Advanced Diploma: Management: Human Resource Management;Advanced Diploma;Business, Commerce and Management Studies;Human Resources
98012;Bachelor of Arts Honours in Strategic Brand Communication;Honours Degree;Communication Studies and Language;Communication Studies
22101;National Diploma: Culture and Art: Design Studies;Advanced Certificate;Culture and Arts;Visual Arts
6839;Bachelor of Home Economics Honours: General;Honours Degree;Services;Consumer Services
67170;National Certificate: N1 Pulp and Paper;National N Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
49196;National Certificate: Social Housing Property Development;National Certificate;Services;Cleaning, Domestic, Hiring, Property and Rescue Services
81288;Master of Business Administration: Strategic Human Resources Management;Master's Degree;Business, Commerce and Management Studies;Human Resources
73980;Master of Commerce in Logistics Management;Master's Degree;Business, Commerce and Management Studies;Generic Management
60189;Further Education and Training Certificate: Wastewater and Water Reticulation Services;Further Ed and Training Cert;Physical Planning and Construction;Civil Engineering Construction
49710;National Diploma: Development Practice;National Diploma;Education, Training and Development;Adult Learning
79306;Master of Philosophy in Arts;Master's Degree;Human and Social Studies;General Social Science
15644;Further Diploma: Education: Special Needs Education;Further Diploma;Education, Training and Development;Higher Education and Training
6513;Bachelor of Engineering in Computer Engineering;National First Degree(Min 480);Manufacturing, Engineering and Technology;Engineering and Related Design
97092;Diploma in Fashion;Diploma (Min 360);Culture and Arts;Design Studies
22897;Certificate: Auxiliary Nursing;National Certificate;Health Sciences and Social Services;Curative Health
90737;Bachelor of Commerce: Marketing and Management Science;National First Degree;Business, Commerce and Management Studies;Marketing
79046;Bachelor of Arts Honours in Psychology;Honours Degree;Human and Social Studies;People/Human-Centred Development
96673;Doctor of Public Administration;Doctoral Degree;Business, Commerce and Management Studies;Public Administration
22373;Postgraduate Diploma: Arts: Women and Gender Studies;Postgraduate Diploma;Human and Social Studies;People/Human-Centred Development
9927;Master of Medicine in Chemical Pathology;Master's Degree;Health Sciences and Social Services;Curative Health
65351;Bachelor of Technology: Environmental Health;B Tech;Health Sciences and Social Services;Preventive Health
8841;Bachelor of Music;National First Degree(Min 480);Culture and Arts;Music
81136;Bachelor of Science: Agriculture: Commercial Forestry;National First Degree(Min 480);Agriculture and Nature Conservation;Secondary Agriculture
81022;Bachelor of Arts Honours in Drama Studies;Honours Degree;Culture and Arts;Performing Arts
105734;Higher Certificate in Travel;Higher Certificate;Services;Hospitality, Tourism, Travel, Gaming and Leisure
9445;Master of Medicine in Plastic and Reconstructive Surgery;Master's Degree;Health Sciences and Social Services;Curative Health
101006;Diploma in Engineering Technology in Mechanical Engineering;Diploma (Min 240);Manufacturing, Engineering and Technology;Engineering and Related Design
58274;Further Education and Training Certificate: Jewellery Setting Processes;Further Ed and Training Cert;Manufacturing, Engineering and Technology;Fabrication and Extraction
84486;Master of Philosophy: Psychology;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
73988;Master of Engineering in Engineering Management;Master's Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
73889;Doctor of Nursing Science: Psychiatric Mental Health Nursing Science;Doctoral Degree;Health Sciences and Social Services;Curative Health
83407;Diploma in Early Childhood Development Montessori Teaching;Diploma (Min 360);Education, Training and Development;Early Childhood Development
97383;Master of Business Administration;Master's Degree;Business, Commerce and Management Studies;Generic Management
63669;Further Education and Training Certificate: Fitness;Further Ed and Training Cert;Culture and Arts;Sport
96368;Occupational Certificate: Clearing and Forwarding Agent;Occupational Certificate;Services;Transport, Operations and Logistics
16552;Doctor of Philosophy: Biostatistics;Doctoral Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
65363;Doctor of Technology: Cost and Management Accounting;Doctoral Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
58761;Further Education and Training Certificate: Early Childhood Development;Further Ed and Training Cert;Education, Training and Development;Early Childhood Development
97659;Master of Philosophy in Interventional Radiography;Master's Degree;Health Sciences and Social Services;Curative Health
48978;Further Education and Training Certificate: Electrical Network Control;Further Ed and Training Cert;Manufacturing, Engineering and Technology;Manufacturing and Assembly
96744;Higher Certificate in Political Leadership;Higher Certificate;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
81317;Master of Medicine: Internal Medicine;Master's Degree;Health Sciences and Social Services;Curative Health
7687;Doctor of Philosophy in Industrial Psychology;Doctoral Degree;Human and Social Studies;General Social Science
9557;Postgraduate Diploma in Physiotherapy;Postgraduate Diploma;Health Sciences and Social Services;Rehabilitative Health/Services
6299;Bachelor of Institutional Agriculture Honours: Agricultural Economics;Honours Degree;Agriculture and Nature Conservation;Primary Agriculture
67289;Further Education and Training Certificate: Travel and Tourism;Further Ed and Training Cert;Services;Hospitality, Tourism, Travel, Gaming and Leisure
9489;Master of Science in Occupational Therapy;Master's Degree;Health Sciences and Social Services;Rehabilitative Health/Services
84629;Master of Social Work;Master's Degree;Health Sciences and Social Services;Preventive Health
97187;Diploma in Non-Fiction Film-Making;Diploma (Min 360);Culture and Arts;Film, Television and Video
16396;Doctor of Surgery;Doctoral Degree;Health Sciences and Social Services;Preventive Health
80929;Higher Certificate in Nature Conservation in Implementation and Leadership;Higher Certificate;Agriculture and Nature Conservation;Nature Conservation
90847;Master of Arts: Comparative African Languages and Literature;Master's Degree;Communication Studies and Language;Language
109027;Master of Commerce in Strategic Management Accounting and Finance;Master's Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
72775;Bachelor of Computations;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
109125;Doctor of Business Leadership;Doctoral Degree;Business, Commerce and Management Studies;Generic Management
71775;Higher Certificate in Management for Estate Agents;National Higher Certificate;Business, Commerce and Management Studies;Generic Management
50165;Diploma: Philosophy;Advanced Certificate;Human and Social Studies;General Social Science
9659;Doctor of Philosophy in Geography;Doctoral Degree;Human and Social Studies;General Social Science
101118;Master of Laws in Property Law;Master's Degree;Law, Military Science and Security;Justice in Society
4477;Bachelor of Geographical Science Honours: Freshwater Biology;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
94857;Postgraduate Diploma in Public Sector Monitoring and Evaluation;Postgraduate Diploma;Business, Commerce and Management Studies;Public Administration
72587;National Diploma: Fire Service Technology;National Diploma;Health Sciences and Social Services;Curative Health
21083;Higher Certificate: Commerce: Marketing Management;National Higher Certificate;Business, Commerce and Management Studies;Marketing
22316;National Certificate: Food Services: FET Phase;National Certificate;Services;Hospitality, Tourism, Travel, Gaming and Leisure
62339;Bachelor of Technology: Public Management;B Tech;Business, Commerce and Management Studies;Public Administration
9531;Doctor of Medicine: Anaesthesiology;Doctoral Degree;Health Sciences and Social Services;Curative Health
73792;Bachelor of Science Honours in Applied Mathematics;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
65649;National Certificate: Official Statistics;National Certificate;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
35971;Diploma: Hotel Management;Advanced Certificate;Services;Hospitality, Tourism, Travel, Gaming and Leisure
109007;Master of Arts in Public Sociology and Anthropology;Master's Degree;Human and Social Studies;General Social Science
62612;Diploma in Graphic Design in Art Direction;Diploma (Min 360);Business, Commerce and Management Studies;Marketing
90913;Bachelor of Commerce in Accounting;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
73871;Doctor of Literature and Philosophy: Development Studies;Doctoral Degree;Human and Social Studies;People/Human-Centred Development
15186;Master of Science: Agriculture: Economics;Master's Degree;Agriculture and Nature Conservation;Secondary Agriculture
94118;Bachelor of Arts in Digital Design;National First Degree;Culture and Arts;Design Studies
72784;Bachelor of Pharmacy;National First Degree;Health Sciences and Social Services;Curative Health
58800;Further Education and Training Certificate: Project Support Services;Further Ed and Training Cert;Business, Commerce and Management Studies;Project Management
65325;National Certificate: Office Management and Technology;National Certificate;Business, Commerce and Management Studies;Office Administration
97131;Master of Engineering in Electrical Engineering;Master's Degree;Physical Planning and Construction;Electrical Infrastructure Construction
97909;Higher Certificate in Electrical Engineering;Higher Certificate;Manufacturing, Engineering and Technology;Engineering and Related Design
86326;Postgraduate Diploma in Engineering Management;Postgraduate Diploma;Manufacturing, Engineering and Technology;Engineering and Related Design
101999;Bachelor of Speech-Language Pathology;National First Degree(Min 480);Communication Studies and Language;Language
57712;Further Education and Training Certificate: Generic Management;Further Ed and Training Cert;Business, Commerce and Management Studies;Generic Management
49531;Further Education and Training Certificate: Inclusive Education;Further Ed and Training Cert;Education, Training and Development;Adult Learning
22374;Postgraduate Diploma: Arts: Xhosa;Postgraduate Diploma;Communication Studies and Language;Language
97110;Diploma in Rubber Technology;Diploma (Min 360);Manufacturing, Engineering and Technology;Manufacturing and Assembly
83287;Diploma: Marketing Management;Diploma (Min 360);Business, Commerce and Management Studies;Marketing
61649;Bachelor of Commerce in Information Management;National First Degree;Business, Commerce and Management Studies;Generic Management
24371;Master of Philosophy in Culture and Education;Master's Degree;Human and Social Studies;Religious and Ethical Foundations of Society
99611;Bachelor of Engineering Technology in Power Engineering;National First Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
21768;Bachelor of Economics Honours: Statistics;Honours Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
74009;Master of Philosophy in Energy Studies;Master's Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
97141;Master of Commerce in Human Resource Management;Master's Degree;Business, Commerce and Management Studies;Human Resources
74020;Master of Philosophy in Transport Economics;Master's Degree;Services;Transport, Operations and Logistics
13981;Bachelor of Information Science;National First Degree;Communication Studies and Language;Information Studies
78741;Master of Technology: Cartography;Master's Degree;Physical Planning and Construction;Physical Planning, Design and Management
22459;National Certificate: Business Studies: Public Management;National Certificate;Business, Commerce and Management Studies;Generic Management
21141;Diploma: Industrial Chemistry;Advanced Certificate;Physical, Mathematical, Computer and Life Sciences;Physical Sciences
101869;Occupational Certificate: Project Manager;Occupational Certificate;Business, Commerce and Management Studies;Project Management
98991;Occupational Certificate: Firefighter;Occupational Certificate;Services;Cleaning, Domestic, Hiring, Property and Rescue Services
96801;Higher Certificate in Film and TV Make-up Design;Higher Certificate;Culture and Arts;Film, Television and Video
24296;National Certificate: Construction: Installation of Floor Coverings;National Certificate;Physical Planning and Construction;Building Construction
36154;National Certificate: Polymer Composite Fabrication;National Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
19863;Doctor of Philosophy in Physics;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
96949;Master of Arts in Public Relations Management;Master's Degree;Business, Commerce and Management Studies;Public Relations
72763;Bachelor of Science Honours: Pharmacology;Honours Degree;Health Sciences and Social Services;Curative Health
78681;Bachelor of Technology: Adult Basic Education and Training;B Tech;Education, Training and Development;Adult Learning
99355;Bachelor of Interaction Design;National First Degree;Culture and Arts;Design Studies
86169;Master of Science: Environment and Water Science;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
21011;National Certificate: Power and telecommunication cable manufacturing;National Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
100960;Diploma in Credit Management;Diploma (Min 360);Business, Commerce and Management Studies;Finance, Economics and Accounting
14452;Bachelor of Home Economics: Education;National First Degree;Services;Consumer Services
4871;Doctor of Commerce: Agricultural Economics;Doctoral Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
78528;National Certificate: Chemical Operations;National Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
91757;Bachelor of Arts Honours in Development Studies;Honours Degree;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
16530;Doctor of Medicine: Neurology;Doctoral Degree;Health Sciences and Social Services;Curative Health
66889;National Introductory Certificate: N4 Educare;National N Certificate;Education, Training and Development;Adult Learning
21179;National Certificate: Marketing and Business Management;National Certificate;Business, Commerce and Management Studies;Generic Management
73933;Further National Higher Diploma: Medical: Surgical Nursing Science: Critical Care Nursing: General;Advanced Diploma;Health Sciences and Social Services;Curative Health
73859;Doctor of Commerce: Transport Economics;Doctoral Degree;Services;Transport, Operations and Logistics
96598;Doctor of Philosophy in History;Doctoral Degree;Human and Social Studies;Traditions, History and Legacies
90539;Doctor of Technology: Chemistry;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Physical Sciences
57447;Diploma in Hospitality Management;National Diploma;Services;Hospitality, Tourism, Travel, Gaming and Leisure
81318;Master of Medicine in Medical Microbiology;Master's Degree;Health Sciences and Social Services;Curative Health
64589;National Certificate: Community Water, Health and Sanitation Monitoring;National Certificate;Physical Planning and Construction;Civil Engineering Construction
3365;Master of Family Medicine;Master's Degree;Health Sciences and Social Services;Curative Health
17423;Bachelor of Earth Sciences in Hydrology and Water Resources;National First Degree(Min 480);Physical, Mathematical, Computer and Life Sciences;Earth and Space Sciences
15856;Bachelor of Arts Honours in History;Honours Degree;Human and Social Studies;Traditions, History and Legacies
66710;Certificate: Office Administration;National Certificate;Business, Commerce and Management Studies;Office Administration
101589;Higher Certificate in Visual Communication;Higher Certificate;Culture and Arts;Design Studies
72871;Diploma: Human Studies;Advanced Certificate;Human and Social Studies;Industrial & Organisational Governance and Human Resource Development
48653;Further Education and Training Certificate: Seed Processing and Packaging Control;Further Ed and Training Cert;Agriculture and Nature Conservation;Secondary Agriculture
15539;Higher Diploma: Legal Secretary;Advanced Certificate;Law, Military Science and Security;Justice in Society
50228;National Certificate: Wool and Mohair Handling;National Certificate;Agriculture and Nature Conservation;Secondary Agriculture
100929;Master of Engineering in Nuclear Engineering;Master's Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
99577;Advanced Diploma in Operations Management;Advanced Diploma;Manufacturing, Engineering and Technology;Manufacturing and Assembly
21040;Certificate: Commerce: Labour Relations;National Certificate;Business, Commerce and Management Studies;Public Relations
100750;Master of Agriculture;Master's Degree;Agriculture and Nature Conservation;Primary Agriculture
16444;Master of Medicine in Medicine;Master's Degree;Health Sciences and Social Services;Preventive Health
91875;Higher Certificate in Photography;Higher Certificate;Culture and Arts;Film, Television and Video
19599;Bachelor of Arts: Human Ecology: Foods and Clothing;National First Degree(Min 480);Human and Social Studies;General Social Science
16512;Bachelor of Science in Physiotherapy;National First Degree;Health Sciences and Social Services;Curative Health
19261;Bachelor of Science Honours in Chemistry;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Physical Sciences
83547;Higher Certificate in Interior Decorating;Higher Certificate;Culture and Arts;Design Studies
81902;Certificate: Health and Fitness;National Certificate;Culture and Arts;Sport
13989;Master of Engineering;Master's Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
96510;Doctor of Business Administration;Doctoral Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
97911;Master of Philosophy in Clinical Haematology;Master's Degree;Health Sciences and Social Services;Curative Health
5083;Master of Science: Odontology;Master's Degree;Health Sciences and Social Services;Curative Health
101907;Advanced Diploma in Food Technology;Advanced Diploma;Services;Hospitality, Tourism, Travel, Gaming and Leisure
65291;Bachelor of Arts Honours;Honours Degree;Communication Studies and Language;Communication Studies
97903;Advanced Diploma in Music;Advanced Diploma;Culture and Arts;Music
101106;Bachelor of Arts Honours in Biblical Studies;Honours Degree;Human and Social Studies;Religious and Ethical Foundations of Society
9451;Master of Medicine in Psychiatry;Master's Degree;Health Sciences and Social Services;Curative Health
97497;Bachelor of Commerce in Fashion;National First Degree;Culture and Arts;Design Studies
100769;Diploma in Tourism Management;Diploma (Min 360);Services;Hospitality, Tourism, Travel, Gaming and Leisure
61831;National Certificate: Environmental Assessment Practice;National Certificate;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
22461;National Certificate: Business Studies: FET Phase;National Certificate;Business, Commerce and Management Studies;Generic Management
74122;Master of Laws;Master's Degree;Law, Military Science and Security;Justice in Society
80906;Postgraduate Diploma: Organisation Development;Postgraduate Diploma;Business, Commerce and Management Studies;Human Resources
58720;National Certificate: Engineering Fabrication;National Certificate;Manufacturing, Engineering and Technology;Engineering and Related Design
71769;Diploma: Leadership;National Diploma;Business, Commerce and Management Studies;Generic Management
9945;Master of Medicine in Dermatology;Master's Degree;Health Sciences and Social Services;Curative Health
35934;Bachelor of Arts in Motion Picture Medium;National First Degree;Culture and Arts;Film, Television and Video
72358;Doctor of Technology: Pharmaceutical Sciences;Doctoral Degree;Health Sciences and Social Services;Curative Health
103063;Advanced Diploma in Fashion Design and Technology;Advanced Diploma;Culture and Arts;Design Studies
64649;Higher Certificate: Early Childhood Development;National Higher Certificate;Education, Training and Development;Early Childhood Development
78642;National Diploma: Internal Auditing;National Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
97100;Diploma in Inventory and Stores Management;Diploma (Min 360);Business, Commerce and Management Studies;Office Administration
21066;Diploma: Company Secretary;Advanced Certificate;Business, Commerce and Management Studies;Office Administration
97621;Master of Philosophy in Geriatric Medicine;Master's Degree;Health Sciences and Social Services;Curative Health
72886;Doctor of Administration;Doctoral Degree;Business, Commerce and Management Studies;Public Administration
101143;Diploma in Biotechnology;Diploma (Min 360);Physical, Mathematical, Computer and Life Sciences;Life Sciences
94631;Master of City and Regional Planning;Master's Degree;Physical Planning and Construction;Physical Planning, Design and Management
109298;Master of Arts in Industrial Design;Master's Degree;Culture and Arts;Design Studies
73877;Doctor of Literature and Philosophy: Greek;Doctoral Degree;Communication Studies and Language;Language
98825;Master of Public Administration;Master's Degree;Business, Commerce and Management Studies;Public Administration
5579;Bachelor of Science: Anatomy;National First Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
22096;National Certificate: Popular Music Composition;National Certificate;Culture and Arts;Music
22357;Bachelor of Phytotherapy;National First Degree(Min 480);Health Sciences and Social Services;Promotive Health and Developmental Services
15380;Bachelor of Economics Honours: Economic Sciences;Honours Degree;Business, Commerce and Management Studies;Office Administration
98920;Occupational Certificate: Master Toolmaker (Casting and Die-Casting Mouldmaker Master Toolmaker);Occupational Certificate;Manufacturing, Engineering and Technology;Engineering and Related Design
99751;Advanced Diploma in Administrative Information Management;Advanced Diploma;Business, Commerce and Management Studies;Generic Management
94864;Higher Certificate in Paralegal Studies;Higher Certificate;Law, Military Science and Security;Justice in Society
99604;Bachelor of Engineering Technology in Mechatronics;National First Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
104946;Doctor of Philosophy in Religious Studies;Doctoral Degree;Human and Social Studies;Religious and Ethical Foundations of Society
94704;Advanced Diploma in Leadership Coaching;Advanced Diploma;Business, Commerce and Management Studies;Human Resources
58002;National Certificate: Banking Service Advice;National Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
90559;Advanced Diploma: Accounting Sciences;Advanced Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
